timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
370776000,-0.012283,0.00785241,0.0107536,0.999952,-0.00443108,0.00118026,-0.00870487,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370804000,0.00271703,-0.0146476,-0.00224624,0.999952,-0.00439918,0.00105381,-0.00862916,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370832000,0.014217,0.00435233,-0.00224598,0.999952,-0.00441698,0.0011936,-0.00867946,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370860000,0.00871697,-0.00164766,0.00125424,0.999953,-0.00426916,0.00103746,-0.00868253,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370892000,-0.0142844,-0.00864889,-0.00524554,0.999952,-0.0043277,0.00122396,-0.00872694,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370920000,0.0057156,0.00485111,0.00125439,0.999952,-0.00436081,0.00116406,-0.00873831,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370952000,-0.00528439,0.00185106,-0.0137454,0.999951,-0.0044546,0.00123093,-0.00881146,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370980000,0.00271529,0.0183504,0.000754736,0.99995,-0.00442171,0.00124789,-0.0088452,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371012000,-0.00478468,-0.0111496,0.00875473,0.999951,-0.00448421,0.00129344,-0.00874544,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371040000,0.000715365,-0.00864961,0.00175478,0.999952,-0.00441861,0.00123078,-0.00869622,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371068000,-0.0177847,-0.00514961,-0.00124537,0.999951,-0.00450591,0.00116741,-0.00872914,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371096000,-0.00128587,-0.014151,0.0102547,0.999951,-0.00458105,0.00116264,-0.00871246,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371124000,-0.00128578,0.017849,0.000754745,0.99995,-0.00463097,0.00107639,-0.00874466,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371156000,-0.00228591,-0.024651,-0.00174515,0.99995,-0.00468284,0.00105887,-0.00874659,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371184000,-0.00528626,0.0048477,0.00775495,0.999951,-0.00476026,0.000975549,-0.00867204,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371212000,-0.0127862,-0.00615231,0.0112552,0.999951,-0.00482174,0.000998602,-0.00862891,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
371240000,0.00171379,-0.00715228,0.00175529,0.999951,-0.00493612,0.000896293,-0.00859996,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
